"timestamp","sample_index","cycle_id","cycle_second","total_cycle_time_s","down_time_s","pressure_hold_time_s","rise_time_s","cycle_phase","cycle_type","relief_event","System.active_mode","Press.target_pressure_bar_g","Press.target_chamber","Fluid.temperature_c","Node.N_CYL_CAP.pressure_bar_g","Node.N_CYL_ROD.pressure_bar_g","Node.N_TANK_SUCTION.pressure_bar_g","Node.N_TANK_RETURN.pressure_bar_g","Node.N_TANK_RELIEF.pressure_bar_g","Cell.PUMP_01.is_running","Cell.PUMP_01.rpm","Cell.PUMP_01.rated_rpm","Cell.V_DIR_PA.opening_percent","Cell.V_DIR_PB.opening_percent","Cell.V_DIR_AT.opening_percent","Cell.V_DIR_BT.opening_percent","Cell.V_RELIEF.opening_percent","Cell.V_RELIEF.set_pressure_bar_g","field_data_note"
"2026-07-13 09:05:19","3920","271","7","14","7","1","6","pressure_hold","normal","no","pressure_hold","225.347","cap","40.39","225.225","7.988","0","0.028","0.0059","yes","1103","1800","0","0","0","0","0","250.466","normal_operation"
"2026-07-13 09:05:20","3921","271","8","14","7","1","6","upstroke","normal","no","upstroke","128.048","rod","40.344","13.843","127.536","0","0.0076","0.0066","yes","1430","1800","0","65.78","66.06","0","0","250.466","normal_operation"
"2026-07-13 09:05:21","3922","271","9","14","7","1","6","upstroke","normal","no","upstroke","127.894","rod","40.384","13.065","129.708","0","0","0","yes","1470","1800","0","71.352","70.262","0","0","250.466","normal_operation"
"2026-07-13 09:05:22","3923","271","10","14","7","1","6","upstroke","normal","no","upstroke","131.73","rod","40.413","12.722","130.315","0","0.0203","0.006","yes","1518","1800","0","74.06","75.349","0","0","250.466","normal_operation"
"2026-07-13 09:05:23","3924","271","11","14","7","1","6","upstroke","normal","no","upstroke","133.748","rod","40.356","12.867","135.664","0","0.0336","0.0053","yes","1562","1800","0","78.101","76.934","0","0","250.466","normal_operation"
"2026-07-13 09:05:24","3925","271","12","14","7","1","6","upstroke","normal","no","upstroke","135.19","rod","40.358","11.532","132.67","0","0.0031","0.0097","yes","1595","1800","0","82.823","81.446","0","0","250.466","normal_operation"
"2026-07-13 09:05:25","3926","271","13","14","7","1","6","upstroke","normal","no","upstroke","139.812","rod","40.364","10.773","138.365","0","0.0325","0.0058","yes","1645","1800","0","87.542","86.82","0","0","250.466","normal_operation"
"2026-07-13 09:05:26","3927","272","0","14","6","2","6","downstroke","normal","no","downstroke","172.338","cap","40.226","172.547","8.044","0","0","0","yes","1625","1800","66.941","0","0","69.398","0","249.946","normal_operation"
"2026-07-13 09:05:27","3928","272","1","14","6","2","6","downstroke","normal","no","downstroke","179.38","cap","40.209","178.977","8.218","0","0.0143","0.004","yes","1676","1800","70.625","0","0","69.763","0","249.946","normal_operation"
"2026-07-13 09:05:28","3929","272","2","14","6","2","6","downstroke","normal","no","downstroke","183.486","cap","40.361","184.099","9.251","0","0.0129","0.0005","yes","1699","1800","73.714","0","0","74.134","0","249.946","normal_operation"
"2026-07-13 09:05:29","3930","272","3","14","6","2","6","downstroke","normal","no","downstroke","188.815","cap","40.27","187.383","9.914","0","0.0089","0","yes","1746","1800","78.55","0","0","77.647","0","249.946","normal_operation"
"2026-07-13 09:05:30","3931","272","4","14","6","2","6","downstroke","normal","no","downstroke","195.314","cap","40.374","198.053","9.142","0","0.0455","0.0001","yes","1793","1800","82.217","0","0","81.737","0","249.946","normal_operation"
"2026-07-13 09:05:31","3932","272","5","14","6","2","6","downstroke","normal","no","downstroke","198.896","cap","40.344","199.492","9.497","0","0","0.0054","yes","1837","1800","85.456","0","0","85.201","0","249.946","normal_operation"
"2026-07-13 09:05:32","3933","272","6","14","6","2","6","pressure_hold","normal","no","pressure_hold","220.472","cap","40.399","221.036","7.611","0","0","0","yes","1154","1800","0","0","0","0","0","249.946","normal_operation"
"2026-07-13 09:05:33","3934","272","7","14","6","2","6","pressure_hold","normal","no","pressure_hold","224.532","cap","40.346","226.088","7.617","0","0","0.0024","yes","1101","1800","0","0","0","0","0","249.946","normal_operation"
"2026-07-13 09:05:34","3935","272","8","14","6","2","6","upstroke","normal","no","upstroke","127.268","rod","40.413","14.307","126.425","0","0.0138","0.0007","yes","1427","1800","0","66.299","67.05","0","0","249.946","normal_operation"
"2026-07-13 09:05:35","3936","272","9","14","6","2","6","upstroke","normal","no","upstroke","129.489","rod","40.497","13.454","128.765","0","0.007","0.0073","yes","1462","1800","0","69.785","69.288","0","0","249.946","normal_operation"
"2026-07-13 09:05:36","3937","272","10","14","6","2","6","upstroke","normal","no","upstroke","133.149","rod","40.369","13.002","132.741","0","0","0","yes","1492","1800","0","74.662","75.275","0","0","249.946","normal_operation"
"2026-07-13 09:05:37","3938","272","11","14","6","2","6","upstroke","normal","no","upstroke","135.338","rod","40.259","12.72","135.046","0","0.0353","0.0033","yes","1558","1800","0","78.147","78.112","0","0","249.946","normal_operation"
"2026-07-13 09:05:38","3939","272","12","14","6","2","6","upstroke","normal","no","upstroke","136.207","rod","40.444","10.75","135.659","0","0.0291","0","yes","1574","1800","0","82.102","81.423","0","0","249.946","normal_operation"
"2026-07-13 09:05:39","3940","272","13","14","6","2","6","upstroke","normal","no","upstroke","139.344","rod","40.429","11.149","140.5","0","0","0","yes","1645","1800","0","87.048","86.372","0","0","249.946","normal_operation"
"2026-07-13 09:05:40","3941","273","0","13","6","2","5","downstroke","normal","no","downstroke","171.413","cap","40.406","171.835","7.95","0","0.0277","0.0025","yes","1632","1800","66.668","0","0","67.567","0","249.704","normal_operation"
"2026-07-13 09:05:41","3942","273","1","13","6","2","5","downstroke","normal","no","downstroke","177.422","cap","40.417","178.287","8.576","0","0.0454","0.0068","yes","1673","1800","71.875","0","0","70.121","0","249.704","normal_operation"
"2026-07-13 09:05:42","3943","273","2","13","6","2","5","downstroke","normal","no","downstroke","183.894","cap","40.389","182.718","8.086","0","0.0424","0.0019","yes","1703","1800","74.045","0","0","74.348","0","249.704","normal_operation"
"2026-07-13 09:05:43","3944","273","3","13","6","2","5","downstroke","normal","no","downstroke","189.237","cap","40.361","189.118","9.527","0","0.0035","0.0066","yes","1734","1800","78.509","0","0","76.471","0","249.704","normal_operation"
"2026-07-13 09:05:44","3945","273","4","13","6","2","5","downstroke","normal","no","downstroke","192.222","cap","40.347","191.448","9.516","0","0.0208","0.0035","yes","1786","1800","80.262","0","0","82.578","0","249.704","normal_operation"
"2026-07-13 09:05:45","3946","273","5","13","6","2","5","downstroke","normal","no","downstroke","199.326","cap","40.35","200.038","9.631","0","0","0.0063","yes","1847","1800","86.052","0","0","85.977","0","249.704","normal_operation"
"2026-07-13 09:05:46","3947","273","6","13","6","2","5","pressure_hold","normal","no","pressure_hold","221.853","cap","40.358","220.975","8.285","0","0.0385","0","yes","1156","1800","0","0","0","0","0","249.704","normal_operation"
"2026-07-13 09:05:47","3948","273","7","13","6","2","5","pressure_hold","normal","no","pressure_hold","224.445","cap","40.423","224.565","7.827","0","0.0314","0.0042","yes","1091","1800","0","0","0","0","0","249.704","normal_operation"
"2026-07-13 09:05:48","3949","273","8","13","6","2","5","upstroke","normal","no","upstroke","126.431","rod","40.372","14.027","126.01","0","0.0203","0.0031","yes","1440","1800","0","66.569","68.815","0","0","249.704","normal_operation"
"2026-07-13 09:05:49","3950","273","9","13","6","2","5","upstroke","normal","no","upstroke","130.592","rod","40.286","14.191","132.435","0","0.0321","0.0029","yes","1482","1800","0","71.168","73.06","0","0","249.704","normal_operation"
"2026-07-13 09:05:50","3951","273","10","13","6","2","5","upstroke","normal","no","upstroke","134.089","rod","40.375","12.024","134.123","0","0.0006","0.0007","yes","1542","1800","0","78.814","76.841","0","0","249.704","normal_operation"
"2026-07-13 09:05:51","3952","273","11","13","6","2","5","upstroke","normal","no","upstroke","137.258","rod","40.385","11.762","137.861","0","0","0","yes","1575","1800","0","80.918","80.613","0","0","249.704","normal_operation"
"2026-07-13 09:05:52","3953","273","12","13","6","2","5","upstroke","normal","no","upstroke","138.562","rod","40.432","11.719","138.502","0","0.0391","0","yes","1634","1800","0","87.379","84.296","0","0","249.704","normal_operation"
"2026-07-13 09:05:53","3954","274","0","15","7","2","6","downstroke","normal","no","downstroke","170.058","cap","40.337","168.13","7.098","0","0.0258","0","yes","1623","1800","65.471","0","0","66.676","0","249.906","normal_operation"
"2026-07-13 09:05:54","3955","274","1","15","7","2","6","downstroke","normal","no","downstroke","176.453","cap","40.293","175.835","8.309","0","0.0484","0.0004","yes","1656","1800","69.13","0","0","69.601","0","249.906","normal_operation"
"2026-07-13 09:05:55","3956","274","2","15","7","2","6","downstroke","normal","no","downstroke","182.478","cap","40.248","181.332","7.971","0","0.0004","0.0028","yes","1690","1800","73.869","0","0","73.718","0","249.906","normal_operation"
"2026-07-13 09:05:56","3957","274","3","15","7","2","6","downstroke","normal","no","downstroke","185.908","cap","40.29","187.027","9.195","0","0.0198","0.0033","yes","1713","1800","76.243","0","0","75.809","0","249.906","normal_operation"
"2026-07-13 09:05:57","3958","274","4","15","7","2","6","downstroke","normal","no","downstroke","189.604","cap","40.395","188.652","9.448","0","0.0126","0","yes","1764","1800","78.25","0","0","80.093","0","249.906","normal_operation"
"2026-07-13 09:05:58","3959","274","5","15","7","2","6","downstroke","normal","no","downstroke","195.68","cap","40.416","195.612","9.683","0","0.0184","0","yes","1794","1800","83.616","0","0","83.526","0","249.906","normal_operation"
"2026-07-13 09:05:59","3960","274","6","15","7","2","6","downstroke","normal","no","downstroke","198.194","cap","40.423","197.246","9.311","0","0.0386","0","yes","1835","1800","84.479","0","0","85.653","0","249.906","normal_operation"
"2026-07-13 09:06:00","3961","274","7","15","7","2","6","pressure_hold","normal","no","pressure_hold","220.925","cap","40.42","222.334","8.564","0","0.0233","0","yes","1148","1800","0","0","0","0","0","249.906","normal_operation"
"2026-07-13 09:06:01","3962","274","8","15","7","2","6","pressure_hold","normal","no","pressure_hold","224.461","cap","40.374","225.033","7.843","0","0.0299","0.0044","yes","1104","1800","0","0","0","0","0","249.906","normal_operation"
"2026-07-13 09:06:02","3963","274","9","15","7","2","6","upstroke","normal","no","upstroke","128.999","rod","40.362","13.872","128.723","0","0.0175","0","yes","1429","1800","0","66.917","68.224","0","0","249.906","normal_operation"
"2026-07-13 09:06:03","3964","274","10","15","7","2","6","upstroke","normal","no","upstroke","131.182","rod","40.375","13.827","132.273","0","0","0.0047","yes","1453","1800","0","71.058","70.364","0","0","249.906","normal_operation"
"2026-07-13 09:06:04","3965","274","11","15","7","2","6","upstroke","normal","no","upstroke","131.325","rod","40.44","12.116","131.702","0","0","0","yes","1512","1800","0","74.61","76.321","0","0","249.906","normal_operation"
"2026-07-13 09:06:05","3966","274","12","15","7","2","6","upstroke","normal","no","upstroke","133.238","rod","40.334","11.941","133.404","0","0.0038","0.0003","yes","1552","1800","0","78.45","76.923","0","0","249.906","normal_operation"
"2026-07-13 09:06:06","3967","274","13","15","7","2","6","upstroke","normal","no","upstroke","137.044","rod","40.363","11.854","136.253","0","0.0381","0","yes","1607","1800","0","81.87","83.665","0","0","249.906","normal_operation"
"2026-07-13 09:06:07","3968","274","14","15","7","2","6","upstroke","normal","no","upstroke","139.177","rod","40.375","10.919","138.048","0","0.0113","0.0027","yes","1627","1800","0","85.568","85.376","0","0","249.906","normal_operation"
"2026-07-13 09:06:08","3969","275","0","15","7","1","7","downstroke","normal","no","downstroke","172.919","cap","40.288","173.124","7.668","0","0","0","yes","1618","1800","66.313","0","0","66.162","0","249.994","normal_operation"
"2026-07-13 09:06:09","3970","275","1","15","7","1","7","downstroke","normal","no","downstroke","175.299","cap","40.37","175.504","8.563","0","0.0246","0.0064","yes","1659","1800","69.892","0","0","68.427","0","249.994","normal_operation"
"2026-07-13 09:06:10","3971","275","2","15","7","1","7","downstroke","normal","no","downstroke","181.083","cap","40.405","181.112","8.858","0","0","0.0033","yes","1680","1800","71.986","0","0","72.835","0","249.994","normal_operation"
"2026-07-13 09:06:11","3972","275","3","15","7","1","7","downstroke","normal","no","downstroke","189.164","cap","40.415","190.199","8.281","0","0.0229","0","yes","1724","1800","74.839","0","0","77.106","0","249.994","normal_operation"
"2026-07-13 09:06:12","3973","275","4","15","7","1","7","downstroke","normal","no","downstroke","191.789","cap","40.337","192.925","9.522","0","0","0","yes","1759","1800","77.841","0","0","79.544","0","249.994","normal_operation"
"2026-07-13 09:06:13","3974","275","5","15","7","1","7","downstroke","normal","no","downstroke","194.836","cap","40.393","193.799","9.595","0","0.0238","0.006","yes","1804","1800","82.762","0","0","83.047","0","249.994","normal_operation"
"2026-07-13 09:06:14","3975","275","6","15","7","1","7","downstroke","normal","no","downstroke","201.105","cap","40.358","201.579","9.239","0","0.0322","0.0039","yes","1827","1800","85.66","0","0","85.415","0","249.994","normal_operation"
"2026-07-13 09:06:15","3976","275","7","15","7","1","7","pressure_hold","normal","no","pressure_hold","224.781","cap","40.389","226.757","7.749","0","0.0207","0.0021","yes","1089","1800","0","0","0","0","0","249.994","normal_operation"
"2026-07-13 09:06:16","3977","275","8","15","7","1","7","upstroke","normal","no","upstroke","126.298","rod","40.294","15.037","126.673","0","0.0039","0.0013","yes","1402","1800","0","65.317","67.02","0","0","249.994","normal_operation"
"2026-07-13 09:06:17","3978","275","9","15","7","1","7","upstroke","normal","no","upstroke","128.768","rod","40.336","12.811","129.021","0","0.0142","0","yes","1448","1800","0","70.156","68.312","0","0","249.994","normal_operation"
"2026-07-13 09:06:18","3979","275","10","15","7","1","7","upstroke","normal","no","upstroke","130.912","rod","40.395","12.842","129.191","0","0","0.0019","yes","1492","1800","0","72.076","72.548","0","0","249.994","normal_operation"
"2026-07-13 09:06:19","3980","275","11","15","7","1","7","upstroke","normal","no","upstroke","131.672","rod","40.415","13.227","131.166","0","0.0418","0","yes","1523","1800","0","77.04","76.881","0","0","249.994","normal_operation"
"2026-07-13 09:06:20","3981","275","12","15","7","1","7","upstroke","normal","no","upstroke","135.589","rod","40.421","12.432","135.843","0","0","0","yes","1548","1800","0","79.359","81.587","0","0","249.994","normal_operation"
"2026-07-13 09:06:21","3982","275","13","15","7","1","7","upstroke","normal","no","upstroke","137.451","rod","40.362","11.896","137.443","0","0.0286","0.0045","yes","1588","1800","0","82.433","82.369","0","0","249.994","normal_operation"
"2026-07-13 09:06:22","3983","275","14","15","7","1","7","upstroke","normal","no","upstroke","139.909","rod","40.467","11.523","140.604","0","0.0256","0.001","yes","1617","1800","0","84.422","85.002","0","0","249.994","normal_operation"
"2026-07-13 09:06:23","3984","276","0","13","6","1","6","downstroke","normal","no","downstroke","171.286","cap","40.364","171.524","8.008","0","0.0077","0","yes","1630","1800","68.247","0","0","67.29","0","249.715","normal_operation"
"2026-07-13 09:06:24","3985","276","1","13","6","1","6","downstroke","normal","no","downstroke","177.798","cap","40.386","176.916","7.514","0","0.0125","0.005","yes","1658","1800","70.777","0","0","70.162","0","249.715","normal_operation"
"2026-07-13 09:06:25","3986","276","2","13","6","1","6","downstroke","normal","no","downstroke","184.696","cap","40.247","183.114","8.628","0","0.003","0","yes","1712","1800","74.336","0","0","75.743","0","249.715","normal_operation"
"2026-07-13 09:06:26","3987","276","3","13","6","1","6","downstroke","normal","no","downstroke","188.918","cap","40.336","188.732","8.85","0","0.0104","0","yes","1755","1800","79.723","0","0","80.127","0","249.715","normal_operation"
"2026-07-13 09:06:27","3988","276","4","13","6","1","6","downstroke","normal","no","downstroke","194.827","cap","40.308","192.966","8.941","0","0","0.0036","yes","1803","1800","82.043","0","0","83.006","0","249.715","normal_operation"
"2026-07-13 09:06:28","3989","276","5","13","6","1","6","downstroke","normal","no","downstroke","199.532","cap","40.354","202.691","9.905","0","0.0292","0","yes","1830","1800","84.652","0","0","86.151","0","249.715","normal_operation"
"2026-07-13 09:06:29","3990","276","6","13","6","1","6","pressure_hold","normal","no","pressure_hold","224.444","cap","40.312","224.866","8.01","0","0.0292","0","yes","1092","1800","0","0","0","0","0","249.715","normal_operation"
"2026-07-13 09:06:30","3991","276","7","13","6","1","6","upstroke","normal","no","upstroke","126.62","rod","40.308","14.548","127.254","0","0.0185","0.003","yes","1421","1800","0","66.536","68","0","0","249.715","normal_operation"
"2026-07-13 09:06:31","3992","276","8","13","6","1","6","upstroke","normal","no","upstroke","128.688","rod","40.413","14.219","129.765","0","0.0166","0","yes","1458","1800","0","71.119","69.351","0","0","249.715","normal_operation"
"2026-07-13 09:06:32","3993","276","9","13","6","1","6","upstroke","normal","no","upstroke","131.518","rod","40.377","12.969","131.273","0","0.0132","0","yes","1502","1800","0","75.409","74.459","0","0","249.715","normal_operation"
"2026-07-13 09:06:33","3994","276","10","13","6","1","6","upstroke","normal","no","upstroke","135.582","rod","40.391","11.518","134.992","0","0","0.003","yes","1569","1800","0","78.486","78.884","0","0","249.715","normal_operation"
"2026-07-13 09:06:34","3995","276","11","13","6","1","6","upstroke","normal","no","upstroke","138.364","rod","40.291","11.296","140.008","0","0.0058","0","yes","1596","1800","0","83.633","81.655","0","0","249.715","normal_operation"
"2026-07-13 09:06:35","3996","276","12","13","6","1","6","upstroke","normal","no","upstroke","139.586","rod","40.39","10.309","140.542","0","0.0273","0.0062","yes","1633","1800","0","86.024","85.564","0","0","249.715","normal_operation"
"2026-07-13 09:06:36","3997","277","0","15","6","2","7","downstroke","normal","no","downstroke","171.972","cap","40.333","172.25","7.933","0","0.0214","0.0011","yes","1619","1800","67.154","0","0","65.94","0","250.146","normal_operation"
"2026-07-13 09:06:37","3998","277","1","15","6","2","7","downstroke","normal","no","downstroke","176.417","cap","40.266","176.919","8.108","0","0.0336","0.0035","yes","1654","1800","69.887","0","0","71.653","0","250.146","normal_operation"
"2026-07-13 09:06:38","3999","277","2","15","6","2","7","downstroke","normal","no","downstroke","183.015","cap","40.31","182.912","8.396","0","0.0397","0.0068","yes","1699","1800","74.083","0","0","72.968","0","250.146","normal_operation"
"2026-07-13 09:06:39","4000","277","3","15","6","2","7","downstroke","normal","no","downstroke","188.621","cap","40.327","188.046","8.925","0","0.0236","0.0025","yes","1736","1800","78.306","0","0","80.401","0","250.146","normal_operation"
"2026-07-13 09:06:40","4001","277","4","15","6","2","7","downstroke","normal","no","downstroke","194.827","cap","40.34","193.348","9.512","0","0.0266","0.0038","yes","1805","1800","81.725","0","0","80.835","0","250.146","normal_operation"
"2026-07-13 09:06:41","4002","277","5","15","6","2","7","downstroke","normal","no","downstroke","196.63","cap","40.346","195.623","9.576","0","0.0291","0","yes","1828","1800","86.146","0","0","84.423","0","250.146","normal_operation"
"2026-07-13 09:06:42","4003","277","6","15","6","2","7","pressure_hold","normal","no","pressure_hold","219.9","cap","40.38","219.282","8.167","0","0","0","yes","1147","1800","0","0","0","0","0","250.146","normal_operation"
"2026-07-13 09:06:43","4004","277","7","15","6","2","7","pressure_hold","normal","no","pressure_hold","223.906","cap","40.503","223.944","7.641","0","0.0174","0.0026","yes","1110","1800","0","0","0","0","0","250.146","normal_operation"
"2026-07-13 09:06:44","4005","277","8","15","6","2","7","upstroke","normal","no","upstroke","128.277","rod","40.316","14.281","128.189","0","0.0141","0","yes","1425","1800","0","68.073","65.703","0","0","250.146","normal_operation"
"2026-07-13 09:06:45","4006","277","9","15","6","2","7","upstroke","normal","no","upstroke","129.309","rod","40.404","14.117","128.45","0","0.019","0","yes","1461","1800","0","69.024","70.742","0","0","250.146","normal_operation"
"2026-07-13 09:06:46","4007","277","10","15","6","2","7","upstroke","normal","no","upstroke","129.54","rod","40.355","12.663","128.523","0","0","0.0008","yes","1497","1800","0","73.082","72.635","0","0","250.146","normal_operation"
"2026-07-13 09:06:47","4008","277","11","15","6","2","7","upstroke","normal","no","upstroke","133","rod","40.282","12.659","132.355","0","0","0.0014","yes","1532","1800","0","75.819","78.369","0","0","250.146","normal_operation"
"2026-07-13 09:06:48","4009","277","12","15","6","2","7","upstroke","normal","no","upstroke","134.777","rod","40.401","12.638","135.25","0","0.009","0.0054","yes","1569","1800","0","79.849","80.343","0","0","250.146","normal_operation"
"2026-07-13 09:06:49","4010","277","13","15","6","2","7","upstroke","normal","no","upstroke","137.784","rod","40.356","11.881","137.952","0","0","0.0018","yes","1611","1800","0","82.198","83.049","0","0","250.146","normal_operation"
"2026-07-13 09:06:50","4011","277","14","15","6","2","7","upstroke","normal","no","upstroke","138.871","rod","40.385","10.887","139.109","0","0.031","0.0061","yes","1634","1800","0","85.403","86.712","0","0","250.146","normal_operation"
"2026-07-13 09:06:51","4012","278","0","13","7","1","5","downstroke","normal","no","downstroke","173.627","cap","40.291","172.963","7.806","0","0.0113","0.0061","yes","1604","1800","65.657","0","0","66.064","0","250.784","normal_operation"
"2026-07-13 09:06:52","4013","278","1","13","7","1","5","downstroke","normal","no","downstroke","176.591","cap","40.299","176.355","7.707","0","0.0127","0.0016","yes","1657","1800","69.341","0","0","70.61","0","250.784","normal_operation"
"2026-07-13 09:06:53","4014","278","2","13","7","1","5","downstroke","normal","no","downstroke","180.276","cap","40.297","181.536","8.707","0","0.0111","0","yes","1691","1800","72.923","0","0","72.175","0","250.784","normal_operation"
"2026-07-13 09:06:54","4015","278","3","13","7","1","5","downstroke","normal","no","downstroke","186.389","cap","40.356","186.989","9.026","0","0.0126","0.0016","yes","1726","1800","77.516","0","0","77.05","0","250.784","normal_operation"
"2026-07-13 09:06:55","4016","278","4","13","7","1","5","downstroke","normal","no","downstroke","190.189","cap","40.379","189.897","8.985","0","0.004","0.0061","yes","1757","1800","79.804","0","0","79.998","0","250.784","normal_operation"
"2026-07-13 09:06:56","4017","278","5","13","7","1","5","downstroke","normal","no","downstroke","194.596","cap","40.4","191.501","8.94","0","0.0174","0.0032","yes","1794","1800","82.547","0","0","81.692","0","250.784","normal_operation"
"2026-07-13 09:06:57","4018","278","6","13","7","1","5","downstroke","normal","no","downstroke","199.735","cap","40.306","200.456","9.149","0","0.0202","0.0107","yes","1822","1800","85.782","0","0","85.037","0","250.784","normal_operation"
"2026-07-13 09:06:58","4019","278","7","13","7","1","5","pressure_hold","normal","no","pressure_hold","224.269","cap","40.328","223.538","8.058","0","0.0171","0","yes","1108","1800","0","0","0","0","0","250.784","normal_operation"
"2026-07-13 09:06:59","4020","278","8","13","7","1","5","upstroke","normal","no","upstroke","128.236","rod","40.347","14.561","127.514","0","0","0","yes","1444","1800","0","66.677","68.572","0","0","250.784","normal_operation"
"2026-07-13 09:07:00","4021","278","9","13","7","1","5","upstroke","normal","no","upstroke","130.039","rod","40.294","14.286","129.904","0","0.0041","0","yes","1492","1800","0","73.262","70.2","0","0","250.784","normal_operation"
"2026-07-13 09:07:01","4022","278","10","13","7","1","5","upstroke","normal","no","upstroke","133.091","rod","40.336","12.465","133.511","0","0.0429","0.0033","yes","1535","1800","0","75.321","76.114","0","0","250.784","normal_operation"
"2026-07-13 09:07:02","4023","278","11","13","7","1","5","upstroke","normal","no","upstroke","136.891","rod","40.374","11.756","135.103","0","0.0272","0.0015","yes","1589","1800","0","81.027","79.342","0","0","250.784","normal_operation"
"2026-07-13 09:07:03","4024","278","12","13","7","1","5","upstroke","normal","no","upstroke","139.839","rod","40.401","11.42","140.827","0","0.0041","0.008","yes","1641","1800","0","86.775","85.72","0","0","250.784","normal_operation"
"2026-07-13 09:07:04","4025","279","0","15","8","1","6","downstroke","normal","no","downstroke","173.206","cap","40.37","174.592","7.569","0","0.0134","0.0024","yes","1605","1800","64.945","0","0","65.47","0","250.051","normal_operation"
"2026-07-13 09:07:05","4026","279","1","15","8","1","6","downstroke","normal","no","downstroke","174.017","cap","40.323","172.902","7.503","0","0.0545","0","yes","1648","1800","69.523","0","0","69.258","0","250.051","normal_operation"
"2026-07-13 09:07:06","4027","279","2","15","8","1","6","downstroke","normal","no","downstroke","178.522","cap","40.39","177.688","8.395","0","0.0533","0.0012","yes","1699","1800","71.646","0","0","69.825","0","250.051","normal_operation"
"2026-07-13 09:07:07","4028","279","3","15","8","1","6","downstroke","normal","no","downstroke","183.354","cap","40.291","182.794","8.609","0","0","0.0034","yes","1688","1800","73.182","0","0","73.468","0","250.051","normal_operation"
"2026-07-13 09:07:08","4029","279","4","15","8","1","6","downstroke","normal","no","downstroke","187.05","cap","40.314","186.873","8.929","0","0.0131","0","yes","1742","1800","78.071","0","0","76.846","0","250.051","normal_operation"
"2026-07-13 09:07:09","4030","279","5","15","8","1","6","downstroke","normal","no","downstroke","190.59","cap","40.328","191.301","8.928","0","0.0009","0","yes","1770","1800","80.377","0","0","80.995","0","250.051","normal_operation"
"2026-07-13 09:07:10","4031","279","6","15","8","1","6","downstroke","normal","no","downstroke","195.396","cap","40.364","198.298","9.616","0","0","0.0034","yes","1798","1800","83.922","0","0","82.983","0","250.051","normal_operation"
"2026-07-13 09:07:11","4032","279","7","15","8","1","6","downstroke","normal","no","downstroke","197.939","cap","40.343","198.672","9.831","0","0","0","yes","1827","1800","84.77","0","0","85.372","0","250.051","normal_operation"
"2026-07-13 09:07:12","4033","279","8","15","8","1","6","pressure_hold","normal","no","pressure_hold","225.859","cap","40.372","226.866","7.884","0","0.0228","0.0053","yes","1092","1800","0","0","0","0","0","250.051","normal_operation"
"2026-07-13 09:07:13","4034","279","9","15","8","1","6","upstroke","normal","no","upstroke","127.203","rod","40.323","13.899","129.156","0","0","0","yes","1428","1800","0","68.605","67.544","0","0","250.051","normal_operation"
"2026-07-13 09:07:14","4035","279","10","15","8","1","6","upstroke","normal","no","upstroke","127.859","rod","40.367","12.807","128.794","0","0.0139","0.005","yes","1469","1800","0","71.354","69.804","0","0","250.051","normal_operation"
"2026-07-13 09:07:15","4036","279","11","15","8","1","6","upstroke","normal","no","upstroke","131.231","rod","40.369","12.523","130.506","0","0.0199","0","yes","1494","1800","0","75.71","75.607","0","0","250.051","normal_operation"
"2026-07-13 09:07:16","4037","279","12","15","8","1","6","upstroke","normal","no","upstroke","135.513","rod","40.38","11.729","134.978","0","0.0349","0","yes","1550","1800","0","79.383","79.421","0","0","250.051","normal_operation"
"2026-07-13 09:07:17","4038","279","13","15","8","1","6","upstroke","normal","no","upstroke","138.668","rod","40.411","12.155","138.238","0","0.0465","0.0058","yes","1589","1800","0","81.288","82.07","0","0","250.051","normal_operation"
"2026-07-13 09:07:18","4039","279","14","15","8","1","6","upstroke","normal","no","upstroke","140.43","rod","40.399","11.399","141.262","0","0.0001","0","yes","1629","1800","0","86.369","86.013","0","0","250.051","normal_operation"
"2026-07-13 09:07:19","4040","280","0","17","8","2","7","downstroke","normal","no","downstroke","173.501","cap","40.405","173.219","6.853","0","0","0.0019","yes","1599","1800","63.898","0","0","67.058","0","250.005","normal_operation"
"2026-07-13 09:07:20","4041","280","1","17","8","2","7","downstroke","normal","no","downstroke","174.193","cap","40.394","172.757","8.277","0","0.0178","0","yes","1650","1800","67.602","0","0","67.724","0","250.005","normal_operation"
"2026-07-13 09:07:21","4042","280","2","17","8","2","7","downstroke","normal","no","downstroke","180.268","cap","40.368","183.055","8.54","0","0","0","yes","1675","1800","71.428","0","0","72.41","0","250.005","normal_operation"
"2026-07-13 09:07:22","4043","280","3","17","8","2","7","downstroke","normal","no","downstroke","184.009","cap","40.336","184.62","8.793","0","0.0112","0.0032","yes","1705","1800","75.709","0","0","73.913","0","250.005","normal_operation"
"2026-07-13 09:07:23","4044","280","4","17","8","2","7","downstroke","normal","no","downstroke","188.768","cap","40.263","187.271","9.11","0","0.0298","0.0077","yes","1739","1800","76.174","0","0","77.803","0","250.005","normal_operation"
"2026-07-13 09:07:24","4045","280","5","17","8","2","7","downstroke","normal","no","downstroke","190.364","cap","40.323","190.095","9.053","0","0.0276","0.0071","yes","1762","1800","79.619","0","0","80.106","0","250.005","normal_operation"
"2026-07-13 09:07:25","4046","280","6","17","8","2","7","downstroke","normal","no","downstroke","194.696","cap","40.309","193.562","9.872","0","0.0172","0","yes","1797","1800","82.703","0","0","84.033","0","250.005","normal_operation"
